SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 384.508 0.200 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 387.008 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 388.508 0.483 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 391.508 1.000 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 433.692 0.317 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 437.508 1.000 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 439.008 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 463.575 1.016 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 473.875 1.633 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 497.508 0.500 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 499.008 1.767 <NA> <NA> speaker1 <NA> <NA>
SPEAKER 85ecfa13-14ce-4c59-a824-b3405d258f13--0 1 500.958 0.550 <NA> <NA> speaker1 <NA> <NA>
